,Title,F,M,MovieID,Rating,No.,MovieID,Genres
2970,"Shawshank Redemption, The (1994)",4.53907496,4.560625,318,4.554557701,2227,318,Drama
2963,Shallow Grave (1994),3.890410959,3.895,319,3.893772894,273,319,Thriller
3236,Suture (1993),3.888888889,3.217391304,320,3.40625,64,320,Film-Noir|Thriller
3193,Strawberry and Chocolate (Fresa y chocolate) (1993),3.666666667,3.810810811,321,3.754098361,61,321,Drama
3244,Swimming with Sharks (1995),3.738095238,3.706586826,322,3.71291866,418,322,Comedy|Drama
3215,"Sum of Us, The (1994)",4.333333333,3.888888889,324,3.96969697,33,324,Comedy
2326,National Lampoon's Senior Trip (1995),1.666666667,2.558139535,325,2.448979592,49,325,Comedy
3382,To Live (Huozhe) (1994),4.375,4.333333333,326,4.344262295,61,326,Drama
3270,Tank Girl (1995),2.901408451,2.543554007,327,2.61452514,1432,327,Action|Comedy|Musical|Sci-Fi
3258,Tales From the Crypt Presents: Demon Knight (1995),3,3.125984252,328,3.111111111,144,328,Horror
3148,Star Trek: Generations (1994),3.550295858,3.341047503,329,3.376767677,2970,329,Action|Adventure|Sci-Fi
3261,Tales from the Hood (1995),3.105263158,2.676923077,330,2.731543624,298,330,Comedy|Horror
3386,Tom & Viv (1994),3.2,3.0625,331,3.095238095,21,331,Drama
3528,Village of the Damned (1995),2.472222222,2.568,332,2.546583851,322,332,Horror|Sci-Fi
3392,Tommy Boy (1995),3.170731707,3.585365854,333,3.502439024,410,333,Comedy
3511,Vanya on 42nd Street (1994),3.743589744,3.92,334,3.859649123,114,334,Drama
3486,"Underneath, The (1995)",3.625,3.454545455,335,3.487804878,82,335,Mystery|Thriller
3549,"Walking Dead, The (1995)",,2.684210526,336,2.684210526,38,336,Drama|War
3591,What's Eating Gilbert Grape (1993),3.87966805,3.82079646,337,3.841269841,693,337,Drama
3531,Virtuosity (1995),2.914285714,2.876344086,338,2.882352941,442,338,Sci-Fi|Thriller
3606,While You Were Sleeping (1995),3.636065574,3.385869565,339,3.499257058,1346,339,Comedy|Romance
3558,"War, The (1994)",3.388888889,3.242424242,340,3.273809524,168,340,Adventure|Drama
964,Double Happiness (1994),3.666666667,4,341,3.838709677,31,341,Drama
2272,Muriel's Wedding (1994),3.662393162,3.690140845,342,3.677606178,1036,342,Comedy|Romance
250,"Baby-Sitters Club, The (1995)",2.64,2.117647059,343,2.428571429,42,343,Children's
44,Ace Ventura: Pet Detective (1994),3,3.197916667,344,3.148825065,766,344,Comedy
61,"Adventures of Priscilla, Queen of the Desert, The (1994)",3.989071038,3.688811189,345,3.805970149,938,345,Comedy|Drama
261,Backbeat (1993),3.6,3.5,346,3.525,240,346,Drama|Musical
405,Bitter Moon (1992),3.071428571,3.21875,347,3.173913043,46,347,Drama
560,Bullets Over Broadway (1994),3.68115942,3.706624606,348,3.698901099,455,348,Comedy
704,Clear and Present Danger (1994),3.615384615,3.751157407,349,3.726156752,3177,349,Action|Adventure|Thriller
707,"Client, The (1994)",3.50877193,3.334302326,350,3.39223301,1545,350,Drama|Mystery|Thriller
768,"Corrina, Corrina (1994)",3.523489933,3.092592593,351,3.342412451,771,351,Comedy|Drama|Romance
798,Crooklyn (1994),3.444444444,3,352,3.134453782,119,352,Comedy
803,"Crow, The (1994)",3.229166667,3.498305085,353,3.445504087,2202,353,Action|Romance|Thriller
717,Cobb (1994),2.875,3.220338983,354,3.179104478,67,354,Drama
1189,"Flintstones, The (1994)",2.538461538,2.292079208,355,2.352059925,534,355,Children's|Comedy
1226,Forrest Gump (1994),4.045031056,4.105806452,356,4.087967183,6582,356,Comedy|Romance|War
1229,Four Weddings and a Funeral (1994),3.834381551,3.686507937,357,3.743714517,2466,357,Comedy|Romance
1541,Higher Learning (1995),3.518518519,3.087719298,358,3.170212766,141,358,Drama
1629,I Like It Like That (1994),3.444444444,3,359,3.210526316,57,359,Comedy|Drama|Romance
1630,I Love Trouble (1994),2.595238095,2.447058824,360,2.496062992,254,360,Action|Comedy
1717,It Could Happen to You (1994),3.482758621,3.375,361,3.421641791,536,361,Drama|Romance
1782,"Jungle Book, The (1994)",3.464285714,3.309677419,362,3.364016736,717,362,Adventure|Children's|Romance
3665,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",4.4,4.19047619,363,4.258064516,62,363,Documentary
1939,"Lion King, The (1994)",3.941358025,3.828105395,364,3.860838537,3363,364,Animation|Children's|Musical
1943,Little Buddha (1993),3.368421053,3.096153846,365,3.169014085,71,365,Drama
3581,Wes Craven's New Nightmare (1994),2.761904762,2.832535885,366,2.820717131,251,366,Horror
2103,"Mask, The (1994)",3.081850534,3.340757238,367,3.279050042,3537,367,Comedy|Crime|Fantasy
2114,Maverick (1994),3.509803922,3.526964561,368,3.523690773,2406,368,Action|Comedy|Western
2249,Mrs. Parker and the Vicious Circle (1994),3.5,3.194444444,369,3.310344828,58,369,Drama
2319,Naked Gun 33 1/3: The Final Insult (1994),2.671875,2.939655172,370,2.898058252,412,370,Comedy
2508,"Paper, The (1994)",3.153846154,3.19047619,371,3.179245283,424,371,Comedy|Drama
2737,Reality Bites (1994),3.369127517,3.039426523,372,3.154205607,856,372,Comedy|Drama
2746,Red Rock West (1992),3.96,3.831730769,373,3.856589147,258,373,Thriller
2791,Richie Rich (1994),2.236363636,2.0625,374,2.114754098,366,374,Children's|Comedy
2877,Safe Passage (1994),3.230769231,3.5,375,3.294117647,17,375,Drama
2800,"River Wild, The (1994)",3.418604651,3.189393939,376,3.245714286,700,376,Action|Thriller
3113,Speed (1994),3.636363636,3.542236525,377,3.565454545,4950,377,Action|Romance|Thriller
3112,Speechless (1994),2.887096774,2.897435897,378,2.892857143,280,378,Comedy|Romance
3366,Timecop (1994),3.22,2.847150259,379,2.889908257,872,379,Action|Sci-Fi
3440,True Lies (1994),3.625386997,3.636954503,380,3.634285714,5600,380,Action|Adventure|Comedy|Romance
3599,When a Man Loves a Woman (1994),3.459183673,3.088495575,381,3.260663507,211,381,Drama
3657,Wolf (1994),3.074074074,2.899082569,382,2.933823529,544,382,Drama|Horror
3677,Wyatt Earp (1994),3.147058824,3.283898305,383,3.266666667,270,383,Western
264,Bad Company (1995),2.5,2.921052632,384,2.9,40,384,Action
2069,"Man of No Importance, A (1994)",3.5,3.375,385,3.4,10,385,Drama
2868,S.F.W. (1994),3,2.4,386,2.6,30,386,Drama
2020,"Low Down Dirty Shame, A (1994)",2.428571429,2.768421053,387,2.745098039,204,387,Action|Comedy
495,Boys Life (1995),3.423076923,3.718309859,388,3.639175258,97,388,Drama
725,"Colonel Chabert, Le (1994)",4,3.538461538,389,3.7,60,389,Drama|Romance|War
1127,Faster Pussycat! Kill! Kill! (1965),4,3.490566038,390,3.542372881,177,390,Action|Comedy|Drama
1742,Jason's Lyric (1994),3.545454545,3.172413793,391,3.275,80,391,Crime|Drama
2920,"Secret Adventures of Tom Thumb, The (1993)",3.5,2.666666667,392,2.8,50,392,Adventure|Children's
3194,Street Fighter (1994),2.25,1.824742268,393,1.857142857,105,393,Action
723,Coldblooded (1995),5,3.588235294,394,3.666666667,18,394,Action
1102,Fall Time (1995),4,,396,4,1,396,Drama
1140,"Fear, The (1995)",3,2.222222222,397,2.416666667,12,397,Horror
1233,Frank and Ollie (1995),4,,398,4,1,398,Documentary
2184,Mirage (1995),,3,401,3,4,401,Action|Thriller
2462,Open Season (1996),,3,402,3,1,402,Comedy
543,Brother Minister: The Assassination of Malcolm X (1994),4,3.666666667,404,3.75,4,404,Documentary
1543,Highlander III: The Sorcerer (1994),2.242424242,2.1,405,2.123152709,406,405,Action|Sci-Fi
1143,Federal Hill (1994),3.6,3.666666667,406,3.625,8,406,Drama
1674,In the Mouth of Madness (1995),2.515151515,2.99375,407,2.911917098,386,407,Horror|Thriller
33,8 Seconds (1994),3.269230769,3.347826087,408,3.319444444,72,408,Drama
40,Above the Rim (1994),3.166666667,3,409,3.020408163,49,409,Drama
51,Addams Family Values (1993),3,2.878531073,410,2.90712743,463,410,Comedy
3690,You So Crazy (1994),3.666666667,2.3,411,2.615384615,13,411,Comedy
72,"Age of Innocence, The (1993)",3.827067669,3.339506173,412,3.559322034,295,412,Drama
82,Airheads (1994),2.450980392,2.551546392,413,2.530612245,245,413,Comedy
81,"Air Up There, The (1994)",3.136363636,2.5,414,2.655555556,90,414,Comedy
186,Another Stakeout (1993),2.536585366,2.463768116,415,2.480446927,358,415,Comedy|Thriller
265,Bad Girls (1994),2.733333333,2.364864865,416,2.426966292,89,416,Western
288,Barcelona (1994),3.278688525,3.571428571,417,3.485576923,416,417,Comedy|Romance
335,Being Human (1993),2.714285714,2.454545455,418,2.517241379,29,418,Drama
365,"Beverly Hillbillies, The (1993)",2.3,2.166666667,419,2.192307692,156,419,Comedy
366,Beverly Hills Cop III (1994),2.865384615,2.443333333,420,2.505681818,704,420,Action|Comedy
408,Black Beauty (1994),3.696969697,3.180327869,421,3.361702128,188,421,Adventure|Children's
430,Blink (1994),2.842105263,3.263157895,422,3.122807018,57,422,Thriller
447,Blown Away (1994),3.173913043,3.101010101,423,3.108597285,442,423,Action|Thriller
450,Blue Chips (1994),2.777777778,2.575757576,424,2.6,75,424,Drama
454,Blue Sky (1994),3.888888889,3.4,425,3.60952381,210,425,Drama|Romance
467,Body Snatchers (1993),3.1,3.077625571,426,3.081784387,807,426,Horror|Sci-Fi|Thriller
490,Boxing Helena (1993),2.403508772,2.348623853,427,2.36746988,498,427,Mystery|Romance|Thriller
542,"Bronx Tale, A (1993)",3.854545455,3.951923077,428,3.931558935,263,428,Drama
577,Cabin Boy (1994),2.076923077,2.459459459,429,2.379679144,187,429,Comedy
581,Calendar Girl (1993),2.666666667,2.266666667,430,2.416666667,24,430,Drama
596,Carlito's Way (1993),3.340425532,3.742236025,431,3.691056911,738,431,Crime|Drama
689,City Slickers II: The Legend of Curly's Gold (1994),2.602409639,2.572815534,432,2.579081633,784,432,Comedy|Western
702,Clean Slate (1994),2.6,2.842105263,433,2.791666667,48,433,Comedy
708,Cliffhanger (1993),3.055555556,3.088926174,434,3.084548105,2058,434,Action|Adventure|Crime
747,Coneheads (1993),2.597938144,2.607798165,435,2.606003752,1066,435,Comedy|Sci-Fi
729,Color of Night (1994),2.68,2.646551724,436,2.65248227,282,436,Drama|Thriller
766,Cops and Robbersons (1994),2.416666667,1.961538462,437,2.046875,64,437,Comedy
777,"Cowboy Way, The (1994)",2.896551724,2.56097561,438,2.625,304,438,Action|Comedy
842,Dangerous Game (1993),4,5,439,4.5,2,439,Drama
855,Dave (1993),3.886731392,3.774647887,440,3.811181435,1896,440,Comedy|Romance
863,Dazed and Confused (1993),3.567741935,3.733606557,441,3.693623639,643,441,Comedy
902,Demolition Man (1993),3.02739726,2.987654321,442,2.9921875,1280,442,Action|Sci-Fi
1044,"Endless Summer 2, The (1994)",3.428571429,3.375,443,3.387096774,31,443,Documentary
1062,Even Cowgirls Get the Blues (1993),2.35483871,2.26,444,2.296296296,162,444,Comedy|Romance
1130,Fatal Instinct (1993),2.642857143,2.604651163,445,2.61,100,445,Comedy
1120,Farewell My Concubine (1993),4.202020202,4.006451613,446,4.082677165,508,446,Drama|Romance
1136,"Favor, The (1994)",2.764705882,2.142857143,447,2.483870968,62,447,Comedy|Romance
1141,Fearless (1993),3.307692308,3.717791411,448,3.600877193,228,448,Drama
1139,Fear of a Black Hat (1993),4,3.578947368,449,3.661971831,71,449,Comedy
3652,With Honors (1994),3.338235294,3.25625,450,3.280701754,456,450,Comedy|Drama
1184,Flesh and Bone (1993),2.926829268,3.292307692,451,3.150943396,318,451,Drama|Mystery|Romance
3623,Widows' Peak (1994),3.142857143,3.470588235,452,3.289473684,38,452,Drama
1211,For Love or Money (1993),3.166666667,3.255813953,453,3.223880597,67,453,Comedy
1166,"Firm, The (1993)",3.49137931,3.569256757,454,3.547330097,1648,454,Drama|Thriller
1240,Free Willy (1993),2.921348315,2.43877551,455,2.589473684,855,455,Adventure|Children's|Drama
1251,Fresh (1994),4.2,3.961538462,456,4,93,456,Drama
1273,"Fugitive, The (1993)",4.100456621,4.104046243,457,4.103258145,3990,457,Action|Thriller
1309,Geronimo: An American Legend (1993),2.75,3.329113924,458,3.275862069,174,458,Drama|Western
1317,"Getaway, The (1994)",2.6,2.84962406,459,2.832167832,143,459,Action
1319,Getting Even with Dad (1994),2.363636364,2.222222222,460,2.263157895,38,460,Comedy
1350,Go Fish (1994),3.346938776,3.189189189,461,3.279069767,172,461,Drama|Romance
1377,"Good Man in Africa, A (1994)",3,2.5,462,2.642857143,56,462,Action|Adventure
1433,Guilty as Sin (1993),2.785714286,2.727272727,463,2.744680851,141,463,Crime|Drama|Thriller
1475,Hard Target (1993),2.8,2.781094527,464,2.782407407,864,464,Action|Adventure|Crime|Thriller
1502,Heaven & Earth (1993),3.571428571,3.220779221,465,3.314285714,315,465,Action|Drama|War
1580,Hot Shots! Part Deux (1993),2.557894737,2.843096234,466,2.795811518,1719,466,Action|Comedy|War
1959,Live Nude Girls (1995),3.363636364,3.162790698,467,3.203703704,54,467,Comedy
1050,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",3.314285714,3.242857143,468,3.271428571,700,468,Comedy|Romance
1593,"House of the Spirits, The (1993)",3.244444444,2.416666667,469,2.956521739,138,469,Drama|Romance
1589,House Party 3 (1994),1.571428571,1.774193548,470,1.736842105,38,470,Comedy
1608,"Hudsucker Proxy, The (1994)",3.493421053,3.677852349,471,3.631051753,1198,471,Comedy|Romance
1640,I'll Do Anything (1994),2.4,2.862068966,472,2.704545455,88,472,Comedy|Drama
1668,In the Army Now (1994),2.384615385,2.192,473,2.225165563,302,473,Comedy|War
1673,In the Line of Fire (1993),3.751412429,3.841509434,474,3.825102881,1944,474,Action|Thriller
1675,In the Name of the Father (1993),3.892156863,3.904761905,475,3.900641026,312,475,Drama
1691,"Inkwell, The (1994)",2.857142857,2.571428571,476,2.685714286,70,476,Comedy|Drama
3592,What's Love Got to Do with It? (1993),3.472527473,3.461538462,477,3.466666667,195,477,Drama
1760,Jimmy Hollywood (1994),2.666666667,2.428571429,478,2.458333333,24,478,Comedy
1775,Judgment Night (1993),2.3,2.837398374,479,2.796992481,133,479,Action
1789,Jurassic Park (1993),3.579406632,3.814197237,480,3.763847305,8016,480,Action|Adventure|Sci-Fi
1795,Kalifornia (1993),3.390625,3.37826087,481,3.380952381,588,481,Drama|Thriller
1825,Killing Zoe (1994),3.633333333,3.506849315,482,3.528409091,176,482,Thriller
1841,King of the Hill (1993),3.923076923,3.645833333,483,3.743243243,74,483,Drama
1875,Lassie (1994),3,2.473684211,484,2.655172414,58,484,Adventure|Children's
1876,Last Action Hero (1993),2.662337662,2.479905437,485,2.508,1000,485,Action|Comedy
1927,Life with Mikey (1993),2.8,2.820512821,486,2.8125,64,486,Comedy
1933,Lightning Jack (1994),2.8,2.596491228,487,2.612903226,124,487,Comedy|Western
2028,M. Butterfly (1993),3.5625,3.260869565,488,3.384615385,39,488,Drama
2040,Made in America (1993),2.793103448,2.338235294,489,2.474226804,97,489,Comedy
2053,Malice (1993),3.277777778,3.34351145,490,3.324324324,185,490,Thriller
2063,"Man Without a Face, The (1993)",3.547945205,3.194244604,491,3.316037736,212,491,Drama
2079,Manhattan Murder Mystery (1993),3.67961165,3.737068966,492,3.719402985,670,492,Comedy|Mystery
2142,Menace II Society (1993),3.551724138,3.6133829,493,3.60738255,894,493,Action|Crime|Drama
1075,Executive Decision (1996),3.328125,3.349431818,494,3.346153846,832,494,Action|Thriller
1676,In the Realm of the Senses (Ai no corrida) (1976),3.625,3.323529412,495,3.380952381,42,495,Drama
3588,What Happened Was... (1994),3,3.296296296,496,3.216216216,111,496,Comedy|Drama|Romance
2251,Much Ado About Nothing (1993),4.224334601,3.853960396,497,4,1334,497,Comedy|Romance
2237,Mr. Jones (1993),2.653846154,2.857142857,498,2.744680851,94,498,Drama|Romance
2243,Mr. Wonderful (1993),2.75,2.75862069,499,2.755102041,98,499,Comedy|Romance
2247,Mrs. Doubtfire (1993),3.534883721,3.368965517,500,3.420047733,838,500,Comedy
2317,Naked (1993),3.416666667,3.671428571,501,3.606382979,94,501,Drama
2355,"Next Karate Kid, The (1994)",2.027027027,1.906779661,502,1.935483871,310,502,Action|Children's
2348,"New Age, The (1994)",4.333333333,3.5,503,3.692307692,13,503,Drama
2391,No Escape (1994),2.3,2.994047619,504,2.95505618,356,504,Action|Sci-Fi
2399,North (1994),2.684210526,2.42,505,2.492753623,69,505,Comedy
2473,Orlando (1993),3.862745098,3.19047619,506,3.49122807,114,506,Drama
2550,"Perfect World, A (1993)",3.553571429,3.515873016,507,3.522727273,616,507,Action|Drama
2569,Philadelphia (1993),3.950310559,3.8725,508,3.89483066,561,508,Drama
2572,"Piano, The (1993)",3.878661088,3.54200542,509,3.674342105,1216,509,Drama|Romance
2599,Poetic Justice (1993),2.454545455,2.387096774,510,2.404761905,42,510,Drama
2666,"Program, The (1993)",2.75,3.135714286,511,3.105263158,304,511,Action|Drama
2807,Robert A. Heinlein's The Puppet Masters (1994),2.538461538,2.928104575,512,2.87150838,358,512,Horror|Sci-Fi
2708,Radioland Murders (1994),3.083333333,3.127272727,513,3.119402985,201,513,Comedy|Mystery|Romance
2751,"Ref, The (1994)",3.564102564,3.52238806,514,3.531791908,346,514,Comedy
2758,"Remains of the Day, The (1993)",3.975609756,3.884615385,515,3.917777778,450,515,Drama
2760,Renaissance Man (1994),3.08,2.818181818,516,2.870967742,744,516,Comedy|Drama|War
2797,Rising Sun (1993),3.065217391,3.19047619,517,3.17539267,1146,517,Action|Drama|Mystery
2804,"Road to Wellville, The (1994)",2.694444444,2.380530973,518,2.456375839,149,518,Comedy
2813,Robocop 3 (1993),2.315789474,1.901639344,519,1.940594059,404,519,Sci-Fi|Thriller
2809,Robin Hood: Men in Tights (1993),3.125,2.863309353,520,2.930481283,374,520,Comedy
2829,Romeo Is Bleeding (1993),3.25,3.391752577,521,3.367521368,234,521,Crime|Thriller
2832,Romper Stomper (1992),3.6,3.561643836,522,3.56626506,166,522,Action|Drama
2850,Ruby in Paradise (1993),3.756097561,3.605263158,523,3.658119658,117,523,Drama
2851,Rudy (1993),3.553398058,3.632707775,524,3.615546218,476,524,Drama
2878,"Saint of Fort Washington, The (1993)",3.111111111,3.25,525,3.19047619,21,525,Drama
2892,"Savage Nights (Nuits fauves, Les) (1992)",4,2.285714286,526,2.5,8,526,Drama
2901,Schindler's List (1993),4.562601626,4.491415038,527,4.510416667,4608,527,Drama|War
2907,"Scout, The (1994)",2.363636364,2.543859649,528,2.514705882,68,528,Drama
2917,Searching for Bobby Fischer (1993),3.983240223,3.975970425,529,3.977777778,720,529,Drama
2918,Second Best (1994),,3.5,530,3.5,2,530,Drama
2923,"Secret Garden, The (1993)",3.911242604,3.627218935,531,3.769230769,676,531,Children's|Drama
2932,Serial Mom (1994),3.104761905,3.028169014,532,3.048843188,1167,532,Comedy|Crime|Horror
2949,"Shadow, The (1994)",2.545454545,2.756906077,533,2.733990148,203,533,Action
2950,Shadowlands (1993),3.938596491,3.76744186,534,3.835664336,572,534,Drama|Romance
2984,Short Cuts (1993),3.961538462,3.766816143,535,3.817275748,301,535,Drama
2997,"Simple Twist of Fate, A (1994)",3,3.225,536,3.163636364,55,536,Drama
3005,Sirens (1994),3.018181818,3.098684211,537,3.077294686,414,537,Comedy|Drama
3009,Six Degrees of Separation (1993),3.807017544,3.830845771,538,3.822222222,315,538,Drama
3027,Sleepless in Seattle (1993),3.949333333,3.644844517,539,3.760649087,1972,539,Comedy|Romance
3035,Sliver (1993),2.025641026,2.276923077,540,2.218934911,169,540,Thriller
422,Blade Runner (1982),4.086538462,4.3125,541,4.273333333,3600,541,Film-Noir|Sci-Fi
3082,Son in Law (1993),3.075471698,2.535947712,542,2.674757282,206,542,Comedy
3059,So I Married an Axe Murderer (1993),3.409574468,3.374493927,543,3.384164223,2046,543,Comedy|Romance|Thriller
